settings_id,fitmethod,method_name,smooth,seasonmethod,seapar,sos_cutoff,eos_cutoff
settings 257,1,DL,1000.0,1,0.5,0.3,0.35000000000000003
settings 258,1,DL,1000.0,1,0.5,0.3,0.4
settings 259,1,DL,1000.0,1,0.5,0.3,0.45
settings 260,1,DL,1000.0,1,0.5,0.3,0.5
settings 261,1,DL,1000.0,1,0.5,0.35000000000000003,0.05
settings 262,1,DL,1000.0,1,0.5,0.35000000000000003,0.1
settings 263,1,DL,1000.0,1,0.5,0.35000000000000003,0.15000000000000002
settings 264,1,DL,1000.0,1,0.5,0.35000000000000003,0.2
settings 265,1,DL,1000.0,1,0.5,0.35000000000000003,0.25
settings 266,1,DL,1000.0,1,0.5,0.35000000000000003,0.3
settings 267,1,DL,1000.0,1,0.5,0.35000000000000003,0.35000000000000003
settings 268,1,DL,1000.0,1,0.5,0.35000000000000003,0.4
settings 269,1,DL,1000.0,1,0.5,0.35000000000000003,0.45
settings 270,1,DL,1000.0,1,0.5,0.35000000000000003,0.5
settings 271,1,DL,1000.0,1,0.5,0.4,0.05
settings 272,1,DL,1000.0,1,0.5,0.4,0.1
settings 273,1,DL,1000.0,1,0.5,0.4,0.15000000000000002
settings 274,1,DL,1000.0,1,0.5,0.4,0.2
settings 275,1,DL,1000.0,1,0.5,0.4,0.25
settings 276,1,DL,1000.0,1,0.5,0.4,0.3
settings 277,1,DL,1000.0,1,0.5,0.4,0.35000000000000003
settings 278,1,DL,1000.0,1,0.5,0.4,0.4
settings 279,1,DL,1000.0,1,0.5,0.4,0.45
settings 280,1,DL,1000.0,1,0.5,0.4,0.5
settings 281,1,DL,1000.0,1,0.5,0.45,0.05
settings 282,1,DL,1000.0,1,0.5,0.45,0.1
settings 283,1,DL,1000.0,1,0.5,0.45,0.15000000000000002
settings 284,1,DL,1000.0,1,0.5,0.45,0.2
settings 285,1,DL,1000.0,1,0.5,0.45,0.25
settings 286,1,DL,1000.0,1,0.5,0.45,0.3
settings 287,1,DL,1000.0,1,0.5,0.45,0.35000000000000003
settings 288,1,DL,1000.0,1,0.5,0.45,0.4
settings 289,1,DL,1000.0,1,0.5,0.45,0.45
settings 290,1,DL,1000.0,1,0.5,0.45,0.5
settings 291,1,DL,1000.0,1,0.5,0.5,0.05
settings 292,1,DL,1000.0,1,0.5,0.5,0.1
settings 293,1,DL,1000.0,1,0.5,0.5,0.15000000000000002
settings 294,1,DL,1000.0,1,0.5,0.5,0.2
settings 295,1,DL,1000.0,1,0.5,0.5,0.25
settings 296,1,DL,1000.0,1,0.5,0.5,0.3
settings 297,1,DL,1000.0,1,0.5,0.5,0.35000000000000003
settings 298,1,DL,1000.0,1,0.5,0.5,0.4
settings 299,1,DL,1000.0,1,0.5,0.5,0.45
settings 300,1,DL,1000.0,1,0.5,0.5,0.5
settings 301,1,DL,1000.0,1,0.75,0.05,0.05
settings 302,1,DL,1000.0,1,0.75,0.05,0.1
settings 303,1,DL,1000.0,1,0.75,0.05,0.15000000000000002
settings 304,1,DL,1000.0,1,0.75,0.05,0.2
settings 305,1,DL,1000.0,1,0.75,0.05,0.25
settings 306,1,DL,1000.0,1,0.75,0.05,0.3
settings 307,1,DL,1000.0,1,0.75,0.05,0.35000000000000003
settings 308,1,DL,1000.0,1,0.75,0.05,0.4
settings 309,1,DL,1000.0,1,0.75,0.05,0.45
settings 310,1,DL,1000.0,1,0.75,0.05,0.5
settings 311,1,DL,1000.0,1,0.75,0.1,0.05
settings 312,1,DL,1000.0,1,0.75,0.1,0.1
settings 313,1,DL,1000.0,1,0.75,0.1,0.15000000000000002
settings 314,1,DL,1000.0,1,0.75,0.1,0.2
settings 315,1,DL,1000.0,1,0.75,0.1,0.25
settings 316,1,DL,1000.0,1,0.75,0.1,0.3
settings 317,1,DL,1000.0,1,0.75,0.1,0.35000000000000003
settings 318,1,DL,1000.0,1,0.75,0.1,0.4
settings 319,1,DL,1000.0,1,0.75,0.1,0.45
settings 320,1,DL,1000.0,1,0.75,0.1,0.5
settings 321,1,DL,1000.0,1,0.75,0.15000000000000002,0.05
settings 322,1,DL,1000.0,1,0.75,0.15000000000000002,0.1
settings 323,1,DL,1000.0,1,0.75,0.15000000000000002,0.15000000000000002
settings 324,1,DL,1000.0,1,0.75,0.15000000000000002,0.2
settings 325,1,DL,1000.0,1,0.75,0.15000000000000002,0.25
settings 326,1,DL,1000.0,1,0.75,0.15000000000000002,0.3
settings 327,1,DL,1000.0,1,0.75,0.15000000000000002,0.35000000000000003
settings 328,1,DL,1000.0,1,0.75,0.15000000000000002,0.4
settings 329,1,DL,1000.0,1,0.75,0.15000000000000002,0.45
settings 330,1,DL,1000.0,1,0.75,0.15000000000000002,0.5
settings 331,1,DL,1000.0,1,0.75,0.2,0.05
settings 332,1,DL,1000.0,1,0.75,0.2,0.1
settings 333,1,DL,1000.0,1,0.75,0.2,0.15000000000000002
settings 334,1,DL,1000.0,1,0.75,0.2,0.2
settings 335,1,DL,1000.0,1,0.75,0.2,0.25
settings 336,1,DL,1000.0,1,0.75,0.2,0.3
settings 337,1,DL,1000.0,1,0.75,0.2,0.35000000000000003
settings 338,1,DL,1000.0,1,0.75,0.2,0.4
settings 339,1,DL,1000.0,1,0.75,0.2,0.45
settings 340,1,DL,1000.0,1,0.75,0.2,0.5
settings 341,1,DL,1000.0,1,0.75,0.25,0.05
settings 342,1,DL,1000.0,1,0.75,0.25,0.1
settings 343,1,DL,1000.0,1,0.75,0.25,0.15000000000000002
settings 344,1,DL,1000.0,1,0.75,0.25,0.2
settings 345,1,DL,1000.0,1,0.75,0.25,0.25
settings 346,1,DL,1000.0,1,0.75,0.25,0.3
settings 347,1,DL,1000.0,1,0.75,0.25,0.35000000000000003
settings 348,1,DL,1000.0,1,0.75,0.25,0.4
settings 349,1,DL,1000.0,1,0.75,0.25,0.45
settings 350,1,DL,1000.0,1,0.75,0.25,0.5
settings 351,1,DL,1000.0,1,0.75,0.3,0.05
settings 352,1,DL,1000.0,1,0.75,0.3,0.1
settings 353,1,DL,1000.0,1,0.75,0.3,0.15000000000000002
settings 354,1,DL,1000.0,1,0.75,0.3,0.2
settings 355,1,DL,1000.0,1,0.75,0.3,0.25
settings 356,1,DL,1000.0,1,0.75,0.3,0.3
settings 357,1,DL,1000.0,1,0.75,0.3,0.35000000000000003
settings 358,1,DL,1000.0,1,0.75,0.3,0.4
settings 359,1,DL,1000.0,1,0.75,0.3,0.45
settings 360,1,DL,1000.0,1,0.75,0.3,0.5
settings 361,1,DL,1000.0,1,0.75,0.35000000000000003,0.05
settings 362,1,DL,1000.0,1,0.75,0.35000000000000003,0.1
settings 363,1,DL,1000.0,1,0.75,0.35000000000000003,0.15000000000000002
settings 364,1,DL,1000.0,1,0.75,0.35000000000000003,0.2
settings 365,1,DL,1000.0,1,0.75,0.35000000000000003,0.25
settings 366,1,DL,1000.0,1,0.75,0.35000000000000003,0.3
settings 367,1,DL,1000.0,1,0.75,0.35000000000000003,0.35000000000000003
settings 368,1,DL,1000.0,1,0.75,0.35000000000000003,0.4
settings 369,1,DL,1000.0,1,0.75,0.35000000000000003,0.45
settings 370,1,DL,1000.0,1,0.75,0.35000000000000003,0.5
settings 371,1,DL,1000.0,1,0.75,0.4,0.05
settings 372,1,DL,1000.0,1,0.75,0.4,0.1
settings 373,1,DL,1000.0,1,0.75,0.4,0.15000000000000002
settings 374,1,DL,1000.0,1,0.75,0.4,0.2
settings 375,1,DL,1000.0,1,0.75,0.4,0.25
settings 376,1,DL,1000.0,1,0.75,0.4,0.3
settings 377,1,DL,1000.0,1,0.75,0.4,0.35000000000000003
settings 378,1,DL,1000.0,1,0.75,0.4,0.4
settings 379,1,DL,1000.0,1,0.75,0.4,0.45
settings 380,1,DL,1000.0,1,0.75,0.4,0.5
settings 381,1,DL,1000.0,1,0.75,0.45,0.05
settings 382,1,DL,1000.0,1,0.75,0.45,0.1
settings 383,1,DL,1000.0,1,0.75,0.45,0.15000000000000002
settings 384,1,DL,1000.0,1,0.75,0.45,0.2
settings 385,1,DL,1000.0,1,0.75,0.45,0.25
settings 386,1,DL,1000.0,1,0.75,0.45,0.3
settings 387,1,DL,1000.0,1,0.75,0.45,0.35000000000000003
settings 388,1,DL,1000.0,1,0.75,0.45,0.4
settings 389,1,DL,1000.0,1,0.75,0.45,0.45
settings 390,1,DL,1000.0,1,0.75,0.45,0.5
settings 391,1,DL,1000.0,1,0.75,0.5,0.05
settings 392,1,DL,1000.0,1,0.75,0.5,0.1
settings 393,1,DL,1000.0,1,0.75,0.5,0.15000000000000002
settings 394,1,DL,1000.0,1,0.75,0.5,0.2
settings 395,1,DL,1000.0,1,0.75,0.5,0.25
settings 396,1,DL,1000.0,1,0.75,0.5,0.3
settings 397,1,DL,1000.0,1,0.75,0.5,0.35000000000000003
settings 398,1,DL,1000.0,1,0.75,0.5,0.4
settings 399,1,DL,1000.0,1,0.75,0.5,0.45
settings 400,1,DL,1000.0,1,0.75,0.5,0.5
settings 401,1,DL,1000.0,1,1.0,0.05,0.05
settings 402,1,DL,1000.0,1,1.0,0.05,0.1
settings 403,1,DL,1000.0,1,1.0,0.05,0.15000000000000002
settings 404,1,DL,1000.0,1,1.0,0.05,0.2
settings 405,1,DL,1000.0,1,1.0,0.05,0.25
settings 406,1,DL,1000.0,1,1.0,0.05,0.3
settings 407,1,DL,1000.0,1,1.0,0.05,0.35000000000000003
settings 408,1,DL,1000.0,1,1.0,0.05,0.4
settings 409,1,DL,1000.0,1,1.0,0.05,0.45
settings 410,1,DL,1000.0,1,1.0,0.05,0.5
settings 411,1,DL,1000.0,1,1.0,0.1,0.05
settings 412,1,DL,1000.0,1,1.0,0.1,0.1
settings 413,1,DL,1000.0,1,1.0,0.1,0.15000000000000002
settings 414,1,DL,1000.0,1,1.0,0.1,0.2
settings 415,1,DL,1000.0,1,1.0,0.1,0.25
settings 416,1,DL,1000.0,1,1.0,0.1,0.3
settings 417,1,DL,1000.0,1,1.0,0.1,0.35000000000000003
settings 418,1,DL,1000.0,1,1.0,0.1,0.4
settings 419,1,DL,1000.0,1,1.0,0.1,0.45
settings 420,1,DL,1000.0,1,1.0,0.1,0.5
settings 421,1,DL,1000.0,1,1.0,0.15000000000000002,0.05
settings 422,1,DL,1000.0,1,1.0,0.15000000000000002,0.1
settings 423,1,DL,1000.0,1,1.0,0.15000000000000002,0.15000000000000002
settings 424,1,DL,1000.0,1,1.0,0.15000000000000002,0.2
settings 425,1,DL,1000.0,1,1.0,0.15000000000000002,0.25
settings 426,1,DL,1000.0,1,1.0,0.15000000000000002,0.3
settings 427,1,DL,1000.0,1,1.0,0.15000000000000002,0.35000000000000003
settings 428,1,DL,1000.0,1,1.0,0.15000000000000002,0.4
settings 429,1,DL,1000.0,1,1.0,0.15000000000000002,0.45
settings 430,1,DL,1000.0,1,1.0,0.15000000000000002,0.5
settings 431,1,DL,1000.0,1,1.0,0.2,0.05
settings 432,1,DL,1000.0,1,1.0,0.2,0.1
settings 433,1,DL,1000.0,1,1.0,0.2,0.15000000000000002
settings 434,1,DL,1000.0,1,1.0,0.2,0.2
settings 435,1,DL,1000.0,1,1.0,0.2,0.25
settings 436,1,DL,1000.0,1,1.0,0.2,0.3
settings 437,1,DL,1000.0,1,1.0,0.2,0.35000000000000003
settings 438,1,DL,1000.0,1,1.0,0.2,0.4
settings 439,1,DL,1000.0,1,1.0,0.2,0.45
settings 440,1,DL,1000.0,1,1.0,0.2,0.5
settings 441,1,DL,1000.0,1,1.0,0.25,0.05
settings 442,1,DL,1000.0,1,1.0,0.25,0.1
settings 443,1,DL,1000.0,1,1.0,0.25,0.15000000000000002
settings 444,1,DL,1000.0,1,1.0,0.25,0.2
settings 445,1,DL,1000.0,1,1.0,0.25,0.25
settings 446,1,DL,1000.0,1,1.0,0.25,0.3
settings 447,1,DL,1000.0,1,1.0,0.25,0.35000000000000003
settings 448,1,DL,1000.0,1,1.0,0.25,0.4
