setting,vpp,n,r_mean,r_median,rmse_mean,mae_mean,bias_mean
yfit_9_fit1_smooth1000.0_season2_seapar0.7,EOSV,88,0.9024390243902439,1.0,642.8889822232278,454.5931915089773,-0.015117658977283106
yfit_9_fit1_smooth1000.0_season2_seapar0.7,LENGTH,88,0.9024390243902439,1.0,674.0588538216338,479.03440393181813,-7.742168704545477
yfit_9_fit1_smooth1000.0_season2_seapar0.7,LSLOPE,88,0.9024390243902439,1.0,642.7658832715204,454.5044946906121,-0.003599659481400186
yfit_9_fit1_smooth1000.0_season2_seapar0.7,MAXV,88,0.95,1.0,642.9568249544377,454.6434468169318,-0.0851488348863673
yfit_9_fit1_smooth1000.0_season2_seapar0.7,MINV,88,0.9024390243902439,1.0,642.9032279772442,454.6093367376174,0.05656327389014657
yfit_9_fit1_smooth1000.0_season2_seapar0.7,RSLOPE,88,0.9512195121951219,1.0,642.765779158944,454.50421609990065,-0.002803837561982623
yfit_9_fit1_smooth1000.0_season2_seapar0.7,SOSD,88,0.9024390243902439,1.0,701.8994112233546,499.3881180886364,13.955525138636375
yfit_9_fit1_smooth1000.0_season2_seapar0.7,SOSV,88,0.9512195121951219,1.0,642.8863790929311,454.5910743148863,-0.013467896931815694
yfit_9_fit1_smooth1000.0_season2_seapar0.7,SPROD,88,0.9024390243902439,1.0,693.6790432842841,491.19547003409093,-29.70592932954548
yfit_9_fit1_smooth1000.0_season2_seapar0.7,TPROD,88,0.9024390243902439,1.0,689.0454840184289,488.4781109886364,-22.201931079545453
